id,solution
285,re_electedl Marchant_. elected_: :_Sema :_Hind San_ders corded_nominees other_suburb mend_: lor_M. ;_J. S._San hurst_. Strang_ways i_re quired_nominations ;_Kings ected_i councillors_re be_con Par_kinson Day_man ._Where and—_extraordinary re_corded mond_and quired_i ;_Strang Kings_wood-GIen quired_for Sema_phore years_on F._A in_other men_. Sturgess_who Edwardstown_Hope de_feated grave_. F._Or :_Edwardstown Hos_kin ders_; East_Ade Batchelor_ire were_auto Moule_( B._Bur Had_drick Mus_grave ;_Ken Campbelltown_. and_Parkside marsh_Ward Hind_marsh was_de :_Mus kinson_. S._Hutchinson A._Al bull_( 4_closed Al_mond extraordinary_— Ken_sington of_Council tested_at nomi_nated Turnbull_ire ;_Alder suburb_— James_ire R._Moule Or_mend electedl_; Messrs._C. A._Hos feated_at Bur_nell the_re H._Turn Brookside_Ward Weinert_: re_elected (_re man_. on_the hear_and ;_Brookside extraordinary_vac O._H. were_elected Wil_liamson who_nomi drick_( H._Atkinson E._Marchant nell_i elected_. Alder_man ways_Ward nated_for Council_lor Thomas_: ire_elected vac_ancy con_tested In_Three ._Had Hope_R. phore_Park W._Anderson Turn_bull Godbe_hear sington_Gardens Three_Mayoralties are_re re_quired Alder_men auto_matically ire_ected ;_Hay Hay_hurst Ade_laide closed_at R._Thomas kin_i liamson_; was_re matically_elected wood-GIen_Osmond mayors_were V._Godbe H._Wil laide_J. H._Day H._Par
286,._COMBINING the_University ._Darling Darling_'s Centenary_scheme and_steps
287,:_currently ._Selby ._on ''_Selby he_had guilty_`` ._who a_rogue previous_convic for|_six tions_'for released_from rogue_and been_drunk convic_tions ._and on_Monday
288,Plymp_ton car_col ._Con ton_. eastern_corner Mrs._DUTHIE stable_Swenn a_collision McKay_. G._McKay col_lided bury_. DUTHIE_. of_Mod Con_stable RAWLINGS_. of_Plymp BETTY_RAWLINGS north_eastern De_tained the_north lided_with Mod_bury ._De tained_In Gully—fractured_wrist Teatree_Gully—fractured collision_between
289,tie.._Shirley Radloff_and ._87 Recital_non 14_years Naida_Stancliffe Margaret_Neuman and_Doreen 85._tie.. Doreen_Lowe The_Western cital_humorous Robinson_84 :_Naida Re_cital Neuman_89 Stancliffe_86 Stephens_85. Shirley_Robinson Stancliffe_87 Stacey_89 Jeffrey_Stancliffe Methodist_hall non_humorous Competitions_The Colleen_Radloff 86_; Hindmarsh_Methodist Jenson_88 ._Re
290,pro_hibited Messrs_Esington December_6 during_pro ley_road its_kind White_born anil_J. ._Phillips Dewhirst_A 47_clerk hibited_hour in_the ._47 Esington_Day kind_in J._H. H._Dewhirst on_Novem road_Aldgate that_White of_its born_had Novem_ber fire_in 14_. Val_ley 6_was ber_14 on_December
291,were_M. ;_Members be_explained were_renominated for_election as_returning yester_day did_not election_yester month_. Cudlee_Creek—Elisha Thiele_( North_Gumeracha Ray_Sinkin Neumann_( district_clerk Wilkinson_( ._Pool ._Messrs ._Nominations Birdwood_) could_be Grosvenor_as gangs_. M._C. Ed_ward re_signed in_the (_Kersbrook renominated_for councilIlors_said Sinkin_son maintenance_gangs (_North called_so suspended_and was_chair Coun_cil man_. Gumeracha—Gilbert_Ed George_Lemmey council_to ._Cudlee T._Grosvenor former_councilIlors two_meetings Ludewigs_( —Birdwood_Ward—Edward District_Coun ;_next Symonds_( Lemmey_. (_Birdwood Gumeracha_) ratepayers_meeting was_suspended Messrs_. Mills_( the_district Kersbrook_) :_—Birdwood chair_man with_him not_nominate day_. son_.
292,importance_attached is_Interesting The_secretary half_towards As_outlined a_slow eligible_so note_in behind_Melbourne Regatta_As This_shows Melbourne_. way_behind )_; in_1939 regatta_in Mr_H. OUR_ROWING in_international finish_. interest_. ._Sculling that_it and_as winter_months and_interest 16_. the_importance secretary_( ._Entry For_Oarsmen CORRESPONDENT_The international_or are_eligible months_. yards_) 1939_at slow_rate (_Mr it_has other_half August_16 BY_OUR ._S.A.R.A ._At Players_The
293,September_22 re_manded manded_in fol_lowing William_Eardley on_September ''_I threatened_William I_'ll was_re 'll_shoot lowing_words the_fol
294,programme_will 8_pm heard_from the_Associated Rheuma_tism Associated_Music 321_KgWm tism_. 5MU_Eastern brilliant_programme will_feature Range_Library 10_pm and_5MU heard_at ._Rheuma numbers_from the_stations stations_of KgWm_st Central_South Wide_Range be_heard pm_. South_Australia
295,e*ed_Mr. tea_cher the_finan ambn_lance ken_Hill will_suc '_JAMESTOWN lance_provided council_tak ._TEMPLERS pas_tur« -m-^sK_TWO HILL_The cher_Mr PORT_BROUGHTON Messrs._G pre_sentation finan_cial ._MINNIPA Bro_ken WEETULTA_Mr. ._MAITLAND HYNAM_A ing_tn District_Coun ._CEDUNA Matthias_-100 wards_. -dally_sup M._Chtbnall competition_in ._WILD Asso_ciation tias_fP sup_plies ciation_) seated_to de_Bided was_de travel_ling cality_more ing_to ing_over 'S_FLAT holiday_ing MAITLAND_A corenngtbe_use FARRELL_'S Method_ist '_con TEMPLERS_The ?_^ In_spector a_travel fP_proved A_pre ^_Lyoix suc_e*ed Hos_pital WELLS_At WILD_HORSE ._HYNAM repairing_por Ing_as were_tra mous_donor their_pas tion_of dressing_. after_holiday test_in G_M. raeet_Ing plies_to pital_Day the_resi RURAL_CENTRES ._B/M Lyoix_: Coun_cil ist_church -100_yards B/M_wards cil_of ._BROKEN ling_rug tmsy_top CENTRES_ALLANDALE BROKEN_HILL ALLANDALE_EAST BCfldent_ambn resi_dents -Stock_In PLAINS_At velling_struck tak_ing ._WEETULTA con_test JAMESTOWN_The MINNIPA_Friends bead_tea In_Bro Bided_to in_connection lo_cality forward_ing Is_forward TWO_WELLS sentation_was top_dressing HORSE_PLAINS tur«_« an_anony the_Method dents_of use_of of_Hos '_Asso CEDUNA_A ._CLEVE vn-_seated cial_year a_lo proved_of anony_mous Act_corenngtbe the_raeet tra_velling por_tion spector_) BROUGHTON_A ._FARRELL
296,achieve_miracles ._Flowering a_nine US_pig beauty_to pig_iron nine_year-old about_£1m Knob_( BULGING_Whyalla of_`` Whyalla_pig-iron (_£6 look_the (_to and_geraniums their_families probably_shows of_Whyalla BHP_plans in_spirit Whyalla_having present_aerodrome present_Whyalla by_installing a_height 17_Whyalla which_over only_33 )_now year-old_boy miracles_at flowers_and its_red installing_eight iron_( it_is grow_flowers (_£11 pig-iron_( marigolds_and Whyalla_built 33_compared aerodrome_by our_new is_just bus_`` The_BHP plant_( ore_steam £11_5/ spirit_and built_ships over_look ``_our ``_Whyalla ships_probably families_. £1m_)
297,munici_pality War_II Buxton_fac kind_to terested_in West_Tor Lady_Victoria its_kind in_terested the_Lady rens_Council ESU_Red ._She the_munici was_the of_its II_For Adelaide_Mrs. Tor_rens She_was Red_Cross fac_tory tory_girls pality_on Keenly_in
298,Con_gregational Congre_gational ministered_at niversary-_services acteristic_compo on_Thurs to_morrow Sun_day an_outstand Col_lege Wel_fare at_Even con_tinue outstand_ing Glas_senbury valdi_`` sec_retary an_after day_the ing_service morrow_by F._Hol church_ad tinue_its Bohn_sack gregational_Church lege_. Water_loo fare_will side_Church Percy_Eekers the_follow an_niversary- 99th_anni even_ing Con_ference herd_Boy en_tertainment even_ings sary_services ;_-vice-presi thonie_formerly day_school tions_of ad_dressed Christ_an noon_. ley_of Temple_to versary_services the_speaker dents_. tomorrow_after pic_tures the_Vi Captain_John Concert_Movement on_Tues preach_to of_inspi variety_en evening_prea tertainment_tonight morrow_. Wesley_Col A._Kemp Wool_ley sack_will compo_sitions ._to song_tomorrow dressed_by Shep_herd Homer_char cist_Sunday after_noon A.B.M_sec anniver_sary end_of Thurs_day anni_versary meet_ing ._the Eastwood_Metho day_. 80th_anniver ing_figure Park_side ference_( prea_cher mediate_department church_meet retary_( ``_Concert Endeavor_inter the_west Major_Glas gational_Church inter_mediate Even_song ley_and noon_session ration_and tures_entitled be_ad its_Sun ad_ministered ing_Thursday will_con loo_) ral_lies west_end celebra_tions the_Shep Hol_lams lies_tomorrow -vice-presi_dents the_even Mr._Bohn Eekers_ley Memorial_Congre ings_of anniversary_celebra Methodist_Con Kapunda_Con John_son Vi_valdi lams_will sitions_of Bruce_Wel day_being cher_. follow_ing (_Water the_Park senbury_. ._Wednes inspi_ration Tues_day mission_ral Church_to Kemp_thonie Metho_cist morrow_at son_at moving_pic Elsie_Wool char_acteristic Wednes_day
299,reported_during 8:30_p.m. 3rd_In between_8:30 '_mess the_sergeants p.m._on fantry_Brigade £18_the during_the sergeants_' In_fantry
300,j_ings tions_to In_dividuation (_Eng scene_pictures ton_. sity_who curly_hair the_stu a_fringe reac_tions deI_dared not_speak offen_sive fringe_and &_lt psychiatrist_& Abrahams_& so-called_ob represen_ted Eng_lish comI_pared speak_on 's_draw normal_reac ton_'s Nor_ton the_univer )_& univer_sity ''_comI sat_in dents_did officially_ap Ade_laide sive_to laide_and ;_zive Miss_Nor hair_cut lish_literature* ;_for and_Ade ;_were ted_real were_offen stu_dents draw_j ap_proved proved_in dividuation_. and_dressed paintings_represen ''_In lt_; been_deI ob_scene
301,)_: Consolation_Cup referee_. North_Adelaide B_v University_B. ._( at_Fitzroy pm_. v._Woodville Hopkins_) 3_pm v_University H._Hopkins Cup_. Fitzroy_terrace —_North Woodville_B. (_referee
302,lips_gave their_kindness 7_On re_ferred ing_`` a_deli Westover_and with_a a_beautiful ``_The and_sing Phil_lips pared_by J.W.C_. her_with cious_home-made eulogistically_re King_'' West_over F._Phil Mrs._Linell Linell_a kindness_. Hali_don sing_ing re_ceived July_7 don_and The_King work_of ._Music 32_years Grigg_re Linell_( over_( who_per wonderful_work place_. Coumbes_of ._Mrs. Java_West birth_day Henningson_( past_32 ._Mann supper_pre pre_pared ferred_to C._Henningson Unlce_Grant ent_including per_sonally of_Hali sketch_Unlce pres_ent were_pres sonally_thanked ceived_the 80th_birth deli_cious and_J.W.C
303,late_Mrs. Renwick_son to_Mar Geraldine_daughter tin_Renwick Mar_tin
304,Hutchinson_son of_AHSS G._Ayliffe Victor_Harbor MARION_AYLIFFE Announced_of AYLIFFE_daughter Orlando_Bingham Bingham_Hutchinson Ayliffe_Kangaroo MISS_ANNIE Mrs._G. ._MISS
305,comment_contained Charles_1 judgment_uphold ''_admonishing empower_ing regulations_empower uphold_ing I_did both_sat addressed_to in_London Atkin_said been_addressed ``_I admonishing_Lord —_`` 1_. time_of of_Charles Maugham_who ing_the stir_in a_comment
306,walk_past Generalis_simo ment_of to_complete dustdeep_streets has_spread mission_was the_caravans with_workers grave_prob and_bring alist_Party—be Flying_For baskets_from to_10-ton point_out day_the did_point Engineering_Depart that_there illusions_`` bed_of lems_. of_a hundred_thousand hall_to fire_gutted on_Flying simo_. ._Up twenty-two_tons were_they yard_deep told_him the_terraced For_tresses ordered_to big_four-motor out_though is_China you_walk *_SIXTY earth_. were_got so_long Pro_vince gutted_grim Around_twenty-two at_an 30_1941 sibilities_for do_our to_help Fortresses_on seem_to line_and ``_What a_yard topdressed_macadam Thirty-five_thousand Szechuan_Pro other_things and_topdressed Nation_alist the_dustdeep bomb-battered_fire to_Chengtu who_were im_mediate prob_lems certain_things ._At someone_told ._Someone the_Generalis offensive_pos B.17_. tons_. China_so selves_. Chinese_Pilots old_high-walled Aeronautical_Com of_Illinois fly_them a_single an_altitude divisions_in vince_where bent_to and_two tresses_. Com_mission out_what a_thing ._The found_out wheelbarrows_in thing_which —_`` the_im artillery_were she_has ``_Not looking_out ``_No ten_different the_dead high-walled_city load_as deep_layer ``_Around China_'s they_were that_manpower were_crushing time_and man_used the_construction ''_someone Depart_ment our_selves pos_sibilities Chinese_Nation watered_earth airfields_without 's_wartime 1941_to that_remark baskets_slung things_. Boeing_B.17 city_. how_were Chengtu_. stood_looking ``_China slung_on dead_line caravans_come false_illusions single_airfield no_false
307,polished_bedroom a_highly By_Accident Himself_By highly_polished
308,Julius_Cohn O_Betts of_Mrs Mrs_Conn of_Dr L_O Dr_and Cohn_. Mr_Hamilton Tusmore_and and_Mrs only_son Mrs_L Betts_.
309,unDressed_pleats had_ar be_hind line_draped church_decora in_unDressed one_; col_lar Rosemary_Wil a_match a_be Wil_kinson cord_ing ruffle_be match_l-lnjr and_neck half_circle the_waist kinson_both ing_in ing_at gol_den ranged_a neck_line lar_of car_ried hind_the crepe_en kenhead_. almost_in l-lnjr_hat in_describable line_and semble_. line_at en_semble street_Bir A_half WEDDING_. skirts_hang be_j chapel_decora V-pointed_col tions_. ried_round describable_but decora_tions they_car rocked_cord the_fit fit_one tions_were the_gol waist_line shaped_neck den_roses circle_of Bir_kenhead ._WEDDING hang_ing j_coming ar_ranged McFARLANE—ROBERTSON_.
310,Dollman_proposing Pulteney_old the_chairman ago_Pulteney occupied_the the_community Nicholls_) early_pioneers proposing_the )_responded Association_' Dollman_who the_annual community_. chairman_. '_was
311,missed_by con_donation the_claim Kaeding_the be_dis re_ferred Kaeding_aban and_re Hicks_anneared pleaded_con anneared_for for_Kaeding Kaeding_of child_Hugo Kaeding_and donation_of ferred_the aban_doning dis_missed doning_his
312,has_ad mer_. minton_Championships Bad_minton tinued_on can_celled M._Grim ing_of The_meet vised_that Australian_Bad be_con ._K. R._Muggleton Grim_mer con_tinued celled_' K._G. Muggleton_. meet_ing been_can ad_vised
313,Medical_Officer to_Darwin said_he overcome_. airworthiness_Dr. Fenton_the ''_flew Fenton_said the_pilot ._''
314,pre_sented sided_and when_com hay_stacks per_. ._Hop J._wmiam tion_was ._YEELANNA vicepresi_dents WASLEYS_The has_rr Muirav_Buza ners_were lands_after A_peti dress_on ._STRATHALBYN wer»_aug need_in* Frede_rick residents_be Hun_dred dred_of silver_wed pleted_should hurst_. the_presi FINNISS_An sult_of ber_of ?_CURRAMULKA valuable_grey was_pro pared_area aug_mented lr»f_' aus_pices ._NAIRNE cott_. Eoo_lunga ;_assis ._STOCKPORT aer_; assis_tant been_trans EDITHBURGH_In the_fol Shan_non STRATHALBYN_The DTAsh_hurst presi_dent In_vari MOORAK_After ._PORT ._CADELL polsonlr.es_oc eon_trolled entertainment_com pensate_lor HAMLEY_BRIDGE com_mittee in*_yoor an_ad presenta_tion now_grow Hop_kins SUTHERLANDS_The ous_part* remaining_hay a_raaa CURRAMULKA_law peti_tion CENTRES_NARRIDY ar_ranged fallow_ing grow_ing :_after hounds_one ing_. ._HAMLEY trans_ferred viii_tor* mittee_in the_Hun CLARE_At to_sttt NAIRNE_An Part_com mented_by bert_and ._BERRI YEELANNA_A H_Shan tor*_from tant_librarian Duncan_J solo_. meroo_line Asso_ciation dolln_solo assis_ted fcrd_. bW_den the_16 dam_age excellent_mss Carmen_RIVERTON kins_. TANUNDA_On E._Kllng wards_tiw age_was Moore_ar ._Seed large_num tion_to goyne_( to_wards after_noon reed_ing TAILEM_BEND pre_sided cock_; RIVERTON_Members Jig_Is ferred_to Kllng_aer ._NANTAWARRA con_nection rick_Wllhelm Buza_cott gised_Senteant de_livered pro_ceeding many_need mulga_wood ._TAILEM Fitz_gerald ding_of BERRI_At grey_hounds vari_ous mittee_room pices_of 's_mar non_placed music_CLARE sheep_. nection_with com_pleted His_Exeellency SchlJ_ier was_bW the_pre ._Gil the_re fol_lowing MANNANARIE_Tor ;_vicepresi RENMARK_The K_Mali A._Bur sttt_? complete_reed den_to Tbe_secre Printed_and F._Lay wed_ding borough_. re_sult the_BRIDGEWATER gerald_and Frankel_pre )_de of_Eoo Minor_dam cup_per com_pensate were_viii eulcr_gised tary_( Institute_com fore_then- a_mulga PORT_PIRIE ceeding_east pied_the wood_clock sulted_In stacks_which ing_and Bur_goyne ._RENMARK NANTAWARRA_Seeding ._MOORAK trolled_route &_meroo ._KADINA chair_man lunga_was wmiam_SOB then_chair ier_was num_ber In_con Miss_DTAsh Wilfred_Marti M.._Frede ._WASLEYS ad_dress ._FINNISS ._EDITHBURGH started_to win_ners Suthtr_lands B._Fitz Marti_fcrd a_eon 16_dos ._TANUNDA PORT_NOARLUNGA Lay_cock for_fallow yon_. ._SUTHERLANDS G._SchlJ Station_assis Mali_yon pre_Printed exist_ing STOCKPORT_As Prize_win ing_cold be_fore noon_tea raaa_dolln for_Peter speakers_eulcr BRIDGEWATER_The dos_stake who_occu ranged_an A_presenta NARRIDY_The NOARLUNGA_Mr. oc_curred '_Asso mss_ner CADELL_A the_aus Peter_borough was_pre mar_lr»f under_exist ._MANNANARIE sented_silver lowing_officers Seed_Jig ted_by dent_presented ner_In curred_on pre_pared KADINA_Mor» rr_sulted SOB_and occu_pied ciation_will local_to livered_an dents_Mrs. the_cup council_pre Gil_bert for_sheep man_of secre_tary Exeellency_the to_Suthtr
